taxon_id,output_column,value,previous_value,value_origin,value_origin_zh,source_id_used,candidate_ids_used,review_decision_ids_used
Dicrotendipes_sp.,feeding_group__scraper_grazer,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Dicrotendipes_sp.,feeding_group__shredder,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Dicrotendipes_sp.,feeding_group__predator_piercer,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Dicrotendipes_sp.,feeding_group__parasite,0,,reviewed_trait_gap_completion,本轮审定缺值检索补值,eol_dicrotendipes_genus_20260512,CAND_DICROTENDIPES_SP_FULL_004,RGD-0012
Dicrotendipes_sp.,respiration__integument,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Dicrotendipes_sp.,respiration__gill,1,1,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Dicrotendipes_sp.,respiration__aerial_any,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Dicrotendipes_sp.,dispersal_mode__aquatic_passive,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Dicrotendipes_sp.,dispersal_mode__terrestrial_passive,1,1,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Dicrotendipes_sp.,dispersal_mode__terrestrial_active,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Dicrotendipes_sp.,aquatic_stage__egg_larva_aquatic,,,missing,仍缺失,,,
Dicrotendipes_sp.,aquatic_stage__fully_aquatic,,,missing,仍缺失,,,
Dicrotendipes_sp.,sexual_maturity_duration__short,1,1,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Dicrotendipes_sp.,sexual_maturity_duration__long,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Dicrotendipes_sp.,life_span_bin__le_1yr,,,missing,仍缺失,,,
Dicrotendipes_sp.,life_span_bin__gt_1yr,,,missing,仍缺失,,,
Dicrotendipes_sp.,voltinism__semivoltine_lt_1_generation_per_year,0,,reviewed_trait_gap_completion,本轮审定缺值检索补值,epa_me_nc_traitstable_20100927,CAND_DICROTENDIPES_SP_FULL_001,RGD-0009
Dicrotendipes_sp.,voltinism__univoltine_1_generation_per_year,0,,reviewed_trait_gap_completion,本轮审定缺值检索补值,epa_me_nc_traitstable_20100927,CAND_DICROTENDIPES_SP_FULL_002,RGD-0010
Dicrotendipes_sp.,voltinism__multivoltine_gt_1_generation_per_year,3,,reviewed_trait_gap_completion,本轮审定缺值检索补值,epa_me_nc_traitstable_20100927,CAND_DICROTENDIPES_SP_FULL_003,RGD-0011
Dicrotendipes_sp.,fertilization_mode__internal,1,1,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Dicrotendipes_sp.,fertilization_mode__external,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Dicrotendipes_sp.,oviposition_mode__egg_mass,1,1,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Dicrotendipes_sp.,oviposition_mode__ovoviviparity,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Dicrotendipes_sp.,oviposition_mode__soft_chorion,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Semisulcospira_sp.,max_size_coarse__lt_10mm,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,max_size_coarse__ge_approx_10mm,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,shape_S1_streamlined,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,shape_S2_non_streamlined,2,2,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,armour_AR1_none,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,armour_AR2_weak,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,armour_AR3_strong,2,2,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,locomotion__burrower_interstitial,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,locomotion__crawler_climber_sprawler,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,locomotion__clinger,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,locomotion__mobile_swimmer_planktonic_skater_flier,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,feeding_group__collector_gatherer,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,feeding_group__collector_filterer,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,feeding_group__scraper_grazer,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,feeding_group__shredder,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,feeding_group__predator_piercer,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,feeding_group__parasite,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,respiration__integument,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,respiration__gill,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,respiration__aerial_any,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,dispersal_mode__aquatic_passive,1,1,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Semisulcospira_sp.,dispersal_mode__terrestrial_passive,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Semisulcospira_sp.,dispersal_mode__terrestrial_active,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Semisulcospira_sp.,aquatic_stage__egg_larva_aquatic,2,2,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,aquatic_stage__fully_aquatic,2,2,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,sexual_maturity_duration__short,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Semisulcospira_sp.,sexual_maturity_duration__long,1,1,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Semisulcospira_sp.,life_span_bin__le_1yr,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,life_span_bin__gt_1yr,3,3,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,voltinism__semivoltine_lt_1_generation_per_year,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,voltinism__univoltine_1_generation_per_year,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,voltinism__multivoltine_gt_1_generation_per_year,2,2,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Semisulcospira_sp.,fertilization_mode__internal,1,1,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Semisulcospira_sp.,fertilization_mode__external,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Semisulcospira_sp.,oviposition_mode__egg_mass,1,1,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Semisulcospira_sp.,oviposition_mode__ovoviviparity,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Semisulcospira_sp.,oviposition_mode__soft_chorion,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Sinotaia_sp.,max_size_coarse__lt_10mm,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,max_size_coarse__ge_approx_10mm,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,shape_S1_streamlined,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,shape_S2_non_streamlined,2,2,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,armour_AR1_none,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,armour_AR2_weak,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,armour_AR3_strong,2,2,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,locomotion__burrower_interstitial,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,locomotion__crawler_climber_sprawler,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,locomotion__clinger,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,locomotion__mobile_swimmer_planktonic_skater_flier,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,feeding_group__collector_gatherer,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,feeding_group__collector_filterer,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,feeding_group__scraper_grazer,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,feeding_group__shredder,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,feeding_group__predator_piercer,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,feeding_group__parasite,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,respiration__integument,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,respiration__gill,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,respiration__aerial_any,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,dispersal_mode__aquatic_passive,1,1,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Sinotaia_sp.,dispersal_mode__terrestrial_passive,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Sinotaia_sp.,dispersal_mode__terrestrial_active,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Sinotaia_sp.,aquatic_stage__egg_larva_aquatic,2,2,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,aquatic_stage__fully_aquatic,2,2,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,sexual_maturity_duration__short,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Sinotaia_sp.,sexual_maturity_duration__long,1,1,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Sinotaia_sp.,life_span_bin__le_1yr,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,life_span_bin__gt_1yr,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,voltinism__semivoltine_lt_1_generation_per_year,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,voltinism__univoltine_1_generation_per_year,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,voltinism__multivoltine_gt_1_generation_per_year,2,2,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Sinotaia_sp.,fertilization_mode__internal,1,1,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Sinotaia_sp.,fertilization_mode__external,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Sinotaia_sp.,oviposition_mode__egg_mass,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Sinotaia_sp.,oviposition_mode__ovoviviparity,1,1,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Sinotaia_sp.,oviposition_mode__soft_chorion,0,0,previous_merge_run,上一轮合并矩阵已有值,dryad_qrfj6q5nh_v20240304,,
Benthalia_sp.,max_size_coarse__lt_10mm,0,0,previous_merge_run,上一轮合并矩阵已有值,benthalia_genus_serra2016,,FRD-0006
Benthalia_sp.,max_size_coarse__ge_approx_10mm,1,1,previous_merge_run,上一轮合并矩阵已有值,benthalia_genus_serra2016,,FRD-0005
Benthalia_sp.,shape_S1_streamlined,,,missing,仍缺失,,,
Benthalia_sp.,shape_S2_non_streamlined,,,missing,仍缺失,,,
Benthalia_sp.,armour_AR1_none,,,missing,仍缺失,,,
Benthalia_sp.,armour_AR2_weak,,,missing,仍缺失,,,
Benthalia_sp.,armour_AR3_strong,,,missing,仍缺失,,,
Benthalia_sp.,locomotion__burrower_interstitial,,,missing,仍缺失,,,
Benthalia_sp.,locomotion__crawler_climber_sprawler,,,missing,仍缺失,,,
Benthalia_sp.,locomotion__clinger,,,missing,仍缺失,,,
Benthalia_sp.,locomotion__mobile_swimmer_planktonic_skater_flier,,,missing,仍缺失,,,
Benthalia_sp.,feeding_group__collector_gatherer,,,missing,仍缺失,,,
Benthalia_sp.,feeding_group__collector_filterer,,,missing,仍缺失,,,
Benthalia_sp.,feeding_group__scraper_grazer,1,1,previous_merge_run,上一轮合并矩阵已有值,benthalia_genus_serra2016,,FRD-0003
Benthalia_sp.,feeding_group__shredder,1,1,previous_merge_run,上一轮合并矩阵已有值,benthalia_genus_serra2016,,FRD-0004
Benthalia_sp.,feeding_group__predator_piercer,,,missing,仍缺失,,,
Benthalia_sp.,feeding_group__parasite,,,missing,仍缺失,,,
Benthalia_sp.,respiration__integument,,,missing,仍缺失,,,
Benthalia_sp.,respiration__gill,,,missing,仍缺失,,,
Benthalia_sp.,respiration__aerial_any,,,missing,仍缺失,,,
Benthalia_sp.,dispersal_mode__aquatic_passive,,,missing,仍缺失,,,
Benthalia_sp.,dispersal_mode__terrestrial_passive,,,missing,仍缺失,,,
Benthalia_sp.,dispersal_mode__terrestrial_active,,,missing,仍缺失,,,
Benthalia_sp.,aquatic_stage__egg_larva_aquatic,3,3,previous_merge_run,上一轮合并矩阵已有值,benthalia_genus_serra2016,,FRD-0001
Benthalia_sp.,aquatic_stage__fully_aquatic,0,0,previous_merge_run,上一轮合并矩阵已有值,benthalia_genus_serra2016,,FRD-0002
Benthalia_sp.,sexual_maturity_duration__short,,,missing,仍缺失,,,
Benthalia_sp.,sexual_maturity_duration__long,,,missing,仍缺失,,,
Benthalia_sp.,life_span_bin__le_1yr,,,missing,仍缺失,,,
Benthalia_sp.,life_span_bin__gt_1yr,,,missing,仍缺失,,,
Benthalia_sp.,voltinism__semivoltine_lt_1_generation_per_year,,,missing,仍缺失,,,
Benthalia_sp.,voltinism__univoltine_1_generation_per_year,3,3,previous_merge_run,上一轮合并矩阵已有值,benthalia_genus_serra2016,,FRD-0009
Benthalia_sp.,voltinism__multivoltine_gt_1_generation_per_year,3,3,previous_merge_run,上一轮合并矩阵已有值,benthalia_genus_serra2016,,FRD-0008
Benthalia_sp.,fertilization_mode__internal,,,missing,仍缺失,,,
Benthalia_sp.,fertilization_mode__external,,,missing,仍缺失,,,
Benthalia_sp.,oviposition_mode__egg_mass,1,1,previous_merge_run,上一轮合并矩阵已有值,benthalia_genus_serra2016,,FRD-0007
Benthalia_sp.,oviposition_mode__ovoviviparity,,,missing,仍缺失,,,
Benthalia_sp.,oviposition_mode__soft_chorion,,,missing,仍缺失,,,
Pomacea_sp.,max_size_coarse__lt_10mm,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,max_size_coarse__ge_approx_10mm,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,shape_S1_streamlined,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,shape_S2_non_streamlined,2,2,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,armour_AR1_none,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,armour_AR2_weak,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,armour_AR3_strong,2,2,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,locomotion__burrower_interstitial,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,locomotion__crawler_climber_sprawler,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,locomotion__clinger,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,locomotion__mobile_swimmer_planktonic_skater_flier,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,feeding_group__collector_gatherer,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,feeding_group__collector_filterer,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,feeding_group__scraper_grazer,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,feeding_group__shredder,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,feeding_group__predator_piercer,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,feeding_group__parasite,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,respiration__integument,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,respiration__gill,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,respiration__aerial_any,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,dispersal_mode__aquatic_passive,,,missing,仍缺失,,,
Pomacea_sp.,dispersal_mode__terrestrial_passive,,,missing,仍缺失,,,
Pomacea_sp.,dispersal_mode__terrestrial_active,,,missing,仍缺失,,,
Pomacea_sp.,aquatic_stage__egg_larva_aquatic,2,2,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,aquatic_stage__fully_aquatic,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,sexual_maturity_duration__short,,,missing,仍缺失,,,
Pomacea_sp.,sexual_maturity_duration__long,,,missing,仍缺失,,,
Pomacea_sp.,life_span_bin__le_1yr,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,life_span_bin__gt_1yr,2,2,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,voltinism__semivoltine_lt_1_generation_per_year,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,voltinism__univoltine_1_generation_per_year,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,voltinism__multivoltine_gt_1_generation_per_year,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Pomacea_sp.,fertilization_mode__internal,,,missing,仍缺失,,,
Pomacea_sp.,fertilization_mode__external,,,missing,仍缺失,,,
Pomacea_sp.,oviposition_mode__egg_mass,,,missing,仍缺失,,,
Pomacea_sp.,oviposition_mode__ovoviviparity,,,missing,仍缺失,,,
Pomacea_sp.,oviposition_mode__soft_chorion,,,missing,仍缺失,,,
Corbicula_sp.,max_size_coarse__lt_10mm,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,max_size_coarse__ge_approx_10mm,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,shape_S1_streamlined,2,2,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,shape_S2_non_streamlined,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,armour_AR1_none,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,armour_AR2_weak,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,armour_AR3_strong,3,3,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,locomotion__burrower_interstitial,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,locomotion__crawler_climber_sprawler,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,locomotion__clinger,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,locomotion__mobile_swimmer_planktonic_skater_flier,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,feeding_group__collector_gatherer,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,feeding_group__collector_filterer,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,feeding_group__scraper_grazer,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,feeding_group__shredder,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,feeding_group__predator_piercer,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,feeding_group__parasite,3,3,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,respiration__integument,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,respiration__gill,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,respiration__aerial_any,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,dispersal_mode__aquatic_passive,,,missing,仍缺失,,,
Corbicula_sp.,dispersal_mode__terrestrial_passive,,,missing,仍缺失,,,
Corbicula_sp.,dispersal_mode__terrestrial_active,,,missing,仍缺失,,,
Corbicula_sp.,aquatic_stage__egg_larva_aquatic,2,2,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,aquatic_stage__fully_aquatic,2,2,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,sexual_maturity_duration__short,,,missing,仍缺失,,,
Corbicula_sp.,sexual_maturity_duration__long,,,missing,仍缺失,,,
Corbicula_sp.,life_span_bin__le_1yr,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,life_span_bin__gt_1yr,2,2,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,voltinism__semivoltine_lt_1_generation_per_year,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,voltinism__univoltine_1_generation_per_year,2,2,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,voltinism__multivoltine_gt_1_generation_per_year,3,3,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Corbicula_sp.,fertilization_mode__internal,,,missing,仍缺失,,,
Corbicula_sp.,fertilization_mode__external,,,missing,仍缺失,,,
Corbicula_sp.,oviposition_mode__egg_mass,,,missing,仍缺失,,,
Corbicula_sp.,oviposition_mode__ovoviviparity,,,missing,仍缺失,,,
Corbicula_sp.,oviposition_mode__soft_chorion,,,missing,仍缺失,,,
Limnoperna_sp.,max_size_coarse__lt_10mm,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Limnoperna_sp.,max_size_coarse__ge_approx_10mm,1,1,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Limnoperna_sp.,shape_S1_streamlined,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Limnoperna_sp.,shape_S2_non_streamlined,2,2,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
Limnoperna_sp.,armour_AR1_none,0,0,previous_merge_run,上一轮合并矩阵已有值,korean_stream_macroinvertebrate_v1_2,,
