review_decision_id,candidate_id,taxon_id,output_column,standard_value,source_id,evidence_id,match_resolution_code,final_review_decision,merge_eligibility_before_conflict_check,decision_basis_zh,review_batch
RGD-0044,CAND_PROCLADIUS_SP_P0_006,Procladius_sp.,feeding_group__parasite,0,fu_2022_fevo922539,EV_FU2022_PROCLADIUS_SP_001,GO,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0045,CAND_PROCLADIUS_SP_FULL_007,Procladius_sp.,life_span_bin__le_1yr,3,specziar_2008_procladius_life_history,EV_SPECZIAR2008_PROCLADIUS_CHOREUS_LIFE_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0046,CAND_PROCLADIUS_SP_FULL_008,Procladius_sp.,life_span_bin__gt_1yr,0,specziar_2008_procladius_life_history,EV_SPECZIAR2008_PROCLADIUS_CHOREUS_LIFE_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0047,CAND_PROCLADIUS_SP_FULL_009,Procladius_sp.,voltinism__semivoltine_lt_1_generation_per_year,0,specziar_2008_procladius_life_history,EV_SPECZIAR2008_PROCLADIUS_CHOREUS_LIFE_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0048,CAND_PROCLADIUS_SP_FULL_010,Procladius_sp.,voltinism__univoltine_1_generation_per_year,0,specziar_2008_procladius_life_history,EV_SPECZIAR2008_PROCLADIUS_CHOREUS_LIFE_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0049,CAND_PROCLADIUS_SP_FULL_011,Procladius_sp.,voltinism__multivoltine_gt_1_generation_per_year,3,specziar_2008_procladius_life_history,EV_SPECZIAR2008_PROCLADIUS_CHOREUS_LIFE_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0050,CAND_PROCLADIUS_SP_FULL_012,Procladius_sp.,feeding_group__parasite,0,eol_procladius_choreus_20260512,EV_EOL_PROCLADIUS_CHOREUS_FFG_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0051,CAND_PROCLADIUS_SP_FULL_013,Procladius_sp.,feeding_group__parasite,0,galizzi_2012_chironomidae_diet,EV_GALIZZI2012_PROCLADIUS_FFG_001,GO,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0052,CAND_SINANODONTA_SP_P0_001,Sinanodonta_sp.,life_span_bin__le_1yr,0,fu_2022_fevo922539,EV_FU2022_SINANODONTA_SP_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0053,CAND_SINANODONTA_SP_P0_002,Sinanodonta_sp.,life_span_bin__gt_1yr,3,fu_2022_fevo922539,EV_FU2022_SINANODONTA_SP_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0054,CAND_SINANODONTA_SP_P0_003,Sinanodonta_sp.,voltinism__semivoltine_lt_1_generation_per_year,0,fu_2022_fevo922539,EV_FU2022_SINANODONTA_SP_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0055,CAND_SINANODONTA_SP_P0_004,Sinanodonta_sp.,voltinism__univoltine_1_generation_per_year,3,fu_2022_fevo922539,EV_FU2022_SINANODONTA_SP_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0056,CAND_SINANODONTA_SP_P0_005,Sinanodonta_sp.,voltinism__multivoltine_gt_1_generation_per_year,0,fu_2022_fevo922539,EV_FU2022_SINANODONTA_SP_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0057,CAND_SINANODONTA_SP_P0_006,Sinanodonta_sp.,feeding_group__parasite,0,fu_2022_fevo922539,EV_FU2022_SINANODONTA_SP_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0058,CAND_SINANODONTA_SP_FULL_007,Sinanodonta_sp.,shape_S1_streamlined,0,korean_stream_macroinvertebrate_v1_2,EV_KOREAN_ANODONTA_GENUS_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0059,CAND_SINANODONTA_SP_FULL_008,Sinanodonta_sp.,shape_S2_non_streamlined,2,korean_stream_macroinvertebrate_v1_2,EV_KOREAN_ANODONTA_GENUS_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0060,CAND_SINANODONTA_SP_FULL_009,Sinanodonta_sp.,armour_AR1_none,0,korean_stream_macroinvertebrate_v1_2,EV_KOREAN_ANODONTA_GENUS_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0061,CAND_SINANODONTA_SP_FULL_010,Sinanodonta_sp.,armour_AR2_weak,0,korean_stream_macroinvertebrate_v1_2,EV_KOREAN_ANODONTA_GENUS_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0062,CAND_SINANODONTA_SP_FULL_011,Sinanodonta_sp.,armour_AR3_strong,2,korean_stream_macroinvertebrate_v1_2,EV_KOREAN_ANODONTA_GENUS_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0063,CAND_SINANODONTA_SP_FULL_012,Sinanodonta_sp.,feeding_group__parasite,0,korean_stream_macroinvertebrate_v1_2,EV_KOREAN_ANODONTA_GENUS_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0064,CAND_SINANODONTA_SP_FULL_013,Sinanodonta_sp.,aquatic_stage__egg_larva_aquatic,1,korean_stream_macroinvertebrate_v1_2,EV_KOREAN_ANODONTA_GENUS_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0065,CAND_SINANODONTA_SP_FULL_014,Sinanodonta_sp.,aquatic_stage__fully_aquatic,1,korean_stream_macroinvertebrate_v1_2,EV_KOREAN_ANODONTA_GENUS_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0066,CAND_SINANODONTA_SP_FULL_015,Sinanodonta_sp.,life_span_bin__le_1yr,0,korean_stream_macroinvertebrate_v1_2,EV_KOREAN_ANODONTA_GENUS_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0067,CAND_SINANODONTA_SP_FULL_016,Sinanodonta_sp.,life_span_bin__gt_1yr,3,korean_stream_macroinvertebrate_v1_2,EV_KOREAN_ANODONTA_GENUS_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0068,CAND_SINANODONTA_SP_FULL_017,Sinanodonta_sp.,voltinism__semivoltine_lt_1_generation_per_year,0,korean_stream_macroinvertebrate_v1_2,EV_KOREAN_ANODONTA_GENUS_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0069,CAND_SINANODONTA_SP_FULL_018,Sinanodonta_sp.,voltinism__univoltine_1_generation_per_year,2,korean_stream_macroinvertebrate_v1_2,EV_KOREAN_ANODONTA_GENUS_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0070,CAND_SINANODONTA_SP_FULL_019,Sinanodonta_sp.,voltinism__multivoltine_gt_1_generation_per_year,2,korean_stream_macroinvertebrate_v1_2,EV_KOREAN_ANODONTA_GENUS_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0071,CAND_SINANODONTA_SP_FULL_020,Sinanodonta_sp.,life_span_bin__le_1yr,0,douda_2024_sinanodonta_review,EV_DOUDA2024_SINANODONTA_LIFE_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0072,CAND_SINANODONTA_SP_FULL_021,Sinanodonta_sp.,life_span_bin__gt_1yr,3,douda_2024_sinanodonta_review,EV_DOUDA2024_SINANODONTA_LIFE_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0073,CAND_SINANODONTA_SP_FULL_022,Sinanodonta_sp.,aquatic_stage__egg_larva_aquatic,3,douda_2024_sinanodonta_review,EV_DOUDA2024_SINANODONTA_LIFE_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0074,CAND_SINANODONTA_SP_FULL_023,Sinanodonta_sp.,aquatic_stage__fully_aquatic,3,douda_2024_sinanodonta_review,EV_DOUDA2024_SINANODONTA_LIFE_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
